CASEID,CRASHYEAR,PSU,CASENO,CASENUMBER,CATEGORY,CRASHMONTH,DAYOFWEEK,CRASHTIME,EVENTS,VEHICLES,CAIS,CISS,CINJURED,CINJSEV,CTREAT,ALCINV,DRGINV,MANCOLL,SUMMARY,PANDEMIC,CASEWGT,PSUSTRAT,VERSION
17224,2020,33,31,1-33-2020-031-07,7,4,4,06:57,1,2,0,0,0,0,0,2,2,1,"Vehicle #1 was traveling west behind Vehicle #2. Both vehicles were traveling on a two-way, two lane, undivided roadway. V2 stopped for traffic. The front plane of V1 contacted the back plane of V2.",1,261.820915100024,12,5
16282,2020,19,12,1-19-2020-012-06,6,1,6,22:55,3,1,1,1,1,0,4,9,2,0,"V1 was traveling northwest on a three lane undivided roadway, negotiating a left turn. V1 departed the roadway to the right side. The front plane of V1 contacted a tree stump, causing the vehicle to rotate clockwise. V1 continued to travel off of the roadway, tripped left and rolled. During the roll the vehicle's left plane contacted a sign post. V1 continued to roll, completing four quarter turns before coming to final rest on it's wheels.",0,197.2422890012,9,5
16283,2020,19,13,1-19-2020-013-03,3,1,2,12:47,1,2,1,1,1,0,4,2,2,4,V1 was traveling east approaching an intersection attempting a left turn. V2 was traveling south attempting to pass through the same intersection. V1 front plane contacted V2's front plane. Both vehicles came to final rest in the intersection.,0,97.5054468791012,9,5
16284,2020,19,14,1-19-2020-014-03,3,1,3,20:03,2,1,1,1,1,0,5,2,2,0,V1 was traveling southeast when a deer entered the roadway from the right to left and contact the front plane. The deer then continued and made contact with the right side. V1 came to final rest facing southeast.,0,97.5054468791012,9,5
16285,2020,19,15,1-19-2020-015-03,3,1,5,15:26,1,2,1,2,1,0,4,2,2,1,V1 and V2 were traveling northeast on a four lane divided trafficway. V1 came to a stop in the roadway and the front plane of V2 struck the rear plane of V1. Both came to final rest at the point of impact on the roadway.,0,97.5054468791012,9,5
16295,2020,16,9,1-16-2020-009-06,6,1,6,12:20,1,2,99,99,0,0,8,9,9,4,V2 was traveling east on a 5 lane roadway with left turn lanes. V1 was traveling west. V1 turned left. The front of V2 impacted with the right side of V1. Both vehicles came to final rest on the roadway near the point of impact.,0,367.273493059865,5,5
16296,2020,15,6,1-15-2020-006-03,3,1,4,08:55,1,2,99,99,0,0,8,9,9,4,"V1 was traveling westbound on a two way roadway with a single lane of travel in each direction. V2 was traveling southbound on a two way roadway with a single lane of travel in each direction. At the intersection, the frontal plane of V1 made contact with the left side plane of V2. Both vehicles came to final rest on the roadway.",0,30.2372475676727,1,5
16297,2020,15,7,1-15-2020-007-03,3,1,4,02:30,2,1,0,0,0,0,4,9,9,0,"V1 was traveling eastbound on a two way roadway with a single lane of travel in each direction. V1 departed the roadway to the right and the frontal plane of V1 impacted a pole. V1 then returned to the roadway on the left and rolled, left side leading, three quarter turns. V1 came to final rest on its right side in the middle of the roadway.",0,30.2372475676727,1,5
16298,2020,26,10,1-26-2020-010-06,6,1,3,13:19,1,2,1,1,2,0,4,2,2,4,V1 was traveling northbound in the number 3 lane of a 5 lane divided trafficway. V2 was traveling southbound in the number 4 lane of a 4 lane divided trafficway. V2 entered the intersection to turn left. The front of V1 impacted the right side of V2.,0,1060.58416132565,10,5
16299,2020,26,11,1-26-2020-011-02,2,1,6,22:15,1,2,1,1,1,0,3,1,2,1,V1 and V2 were traveling eastbound in the #1 lane of a 3 lane roadway. V1 began to slow to make a right turn into a parking lot. The front of V2 impacted the back of V1.,0,33.4719774603125,10,5
16300,2020,26,12,1-26-2020-012-08,8,1,7,00:19,3,1,2,5,1,0,3,9,9,0,"V1 was traveling eastbound in the number 3 lane of a 7 lane interstate. V1 was in an exit-only lane preparing to take the exit. V1 turned left and departed the roadway toward the impact attenuator, where the front tire impacted a guide wire holding the impact attenuator together. The front of V1 then impacted the impact attenuator. The cable for the impact attenuator caused the vehicle to roll onto its left side. V1 then rolled onto its roof while sliding and rotating counter-clockwise, coming to rest blocking the number 5 and 6 lanes facing northwest.",0,468.830071890233,10,5
16301,2020,26,13,1-26-2020-013-03,3,1,2,16:45,3,2,0,0,0,0,4,1,2,4,V1 was stopped at a stop sign facing west in the #1 lane of a 2 lane road. V2 was traveling north in the #1 lane of a 2 lane road. V1 entered the intersection and the left of V1 impacted the front of V2. V1 started to rotate counter clockwise and the Left side of V1 made contact with the Left side of V2. V1 and V2 traveled off the roadway west when the front of V2 impacted a dirt embankment.,0,674.609606418669,10,5
16262,2020,10,13,1-10-2020-013-10,10,1,4,06:15,1,1,0,0,0,0,0,2,2,0,"V1 was westbound on a two-lane, non-physically divided roadway, approaching an intersection. V1 entered the intersection and attempted to turn left. V1 departed the west side of the southbound road and the front of V1 impacted a pole. V1 came to rest against the pole, facing southwest.",1,1183.35390278888,4,5
17225,2020,22,34,1-22-2020-034-04,4,4,4,15:15,1,2,99,99,0,0,7,2,2,4,Vehicle one was  Northbound on a 2 lane 2 way undivided roadway. Vehicle 2 was Eastbound on a 2 lane 2 way undivided roadway. V1 stopped at a stop sign to turn and travel westbound. V1 did not see V2 and was struck on the left plane by V1 front plane. V1 came to rest facing West in V2 lane of travel. V2 came to rest facing East in original travel lane.,1,83.40959700394,12,5
17226,2020,22,35,1-22-2020-035-04,4,4,1,12:18,1,2,0,0,0,0,0,2,2,9,"Vehicle 1 was backing out of a private driveway to the west.  Vehicle 2 was northbound on a two way, two lane roadway.  Vehicle 1's back plane struck the right plane of vehicle 2.  Vehicle 1 came to rest at point of impact facing east.  Vehicle 2 came to rest north of point of impact facing northeast.",1,65.3933134044613,12,5
17227,2020,22,36,1-22-2020-036-09,9,4,1,11:58,2,1,0,0,0,0,4,2,1,0,"Vehicle 1 was westbound on a two way, four lane roadway.  Vehicle 1 departed the roadway to the right striking a curb with its right wheel.  Vehicle 1's right plane struck a light pole.  Vehicle 1 came to rest on the westbound shoulder facing west.",1,121.194096013254,12,5
17228,2020,19,50,1-19-2020-050-08,8,4,4,03:41,1,1,1,2,1,0,4,2,2,0,V1 was traveling southwest in lane two of a divided interstate roadway. V1 departed its travel lane to its left then departed the left road edge into the median. V1 contacted a tree and came to final rest in the median.,1,52.5663000327448,9,5
17229,2020,19,51,1-19-2020-051-07,7,4,3,07:35,1,2,0,0,0,0,0,2,2,4,"V1 was traveling north on a two-lane undivided roadway. V2 was traveling south on the same roadway. As V1 began to turn left, the front plane of V1 contacted the front plane of V2.  Both vehicles came to final rest on the roadway.",1,192.550009582551,9,5
17230,2020,19,52,1-19-2020-052-09,9,4,6,21:28,1,1,1,1,1,0,4,2,2,0,"V1 was traveling west on a two lane undivided roadway negotiating a curve to the right. V1 departed its travel lane to the left, then departed the roadway to the left. V1 then impacted a guardrail and continued traveling before coming to final rest off the roadway.",1,184.212205307137,9,5
16225,2020,21,7,1-21-2020-007-05,5,1,7,12:40,4,5,3,22,3,2,3,2,2,6,"V1 was traveling east on a not physically divided trafficway (two-way traffic) in lane 1 (of two lanes) and was approaching V2, which was traveling west on the same roadway in lane 1 (of two lanes).  V3, V4 and V5 were traveling west (in that order) behind V2 (in the same lane).  V1 departed its lane on the left and its front end came into contact with the left side of V2, the front end of V3, and the front end of V4.  The front end of V5 then came into contact with the right side of V4.",0,70.2602294420719,11,5
16189,2020,12,7,1-12-2020-007-04,4,1,7,13:13,1,2,0,0,0,0,0,2,2,4,"Vehicle #1 was traveling north bound. Vehicle #2 was traveling east bound in lane two. In the intersection, V1 contacted its left side to the front of V2.",0,353.310242789341,9,5
16190,2020,31,3,1-31-2020-003-07,7,1,6,07:30,1,1,0,0,0,0,0,2,2,0,"V1 was southbound on a two lane, two way, undivided roadway. V1 impacted a deer with the frontal plane causing damage. V1 came to final rest on the west side of the road facing south.",0,657.767878247104,6,5
16191,2020,31,4,1-31-2020-004-04,4,1,6,18:20,1,1,0,0,0,0,0,2,2,0,"V1 was eastbound on a two lane, one way, roadway divided by a grass median. V1 struck a deer with the frontal plane causing damage. V1 came to final rest off the south side of the roadway facing east.",0,371.208334650674,6,5
16194,2020,76,5,1-76-2020-005-07,7,1,7,16:37,2,1,0,0,0,0,0,9,9,0,"V1 was traveling west on a four lane, two way roadway divided by a guardrail while negotiating a left hand curve in the roadway. V1 departed the left hand side of the roadway contacting a guardrail with its left plane. V1 while rebounding off of the guardrail contacted the guardrail again with its left plane. V1 returned to their initial travel lane and then continued on and departed the right hand (northern) side of the roadway. V1 came to final rest off of the roadway.",0,49.159516094823,3,5
16195,2020,27,2,1-27-2020-002-09,9,1,2,23:33,7,1,1,2,1,0,4,1,9,0,"V1 was traveling south on a two-lane, two-way road that curved to the left and narrowed approaching a railroad bridge. V1 departed the right side of the road and impacted a guardrail face with its right side and bounced off, back into the road. V1 then departed the left side of the road and struck the railroad bridge abutment with the front and left planes.  V1 then contacted a guardrail end with its front plane. V1 then traveled onto a grassy area off the left side of the road and impacted a boulder, sign post, and an exposed water main shut-off valve. V1 came then came to rest on a crossing street.",0,221.545237697047,3,5
16196,2020,27,3,1-27-2020-003-08,8,1,2,11:53,1,2,2,4,1,0,3,9,9,4,"V1 was initially traveling north while exiting a gas station. V1 attempted to make a left turn. V2 was traveling east in lane one of a four-lane, two-way road. V2 merged into lane two due to slowing traffic. The front of V2 impacted the left side of V1.",0,28.1085292685117,3,5
16197,2020,26,6,1-26-2020-006-03,3,1,6,17:50,1,2,99,99,0,0,8,2,2,1,V1 and V2 were traveling south in lane 2 on a 5-lane divided roadway. V2 was slowing in front of V1 and the front of V1 impacted the rear of V2.,0,242.106339758728,10,5
16198,2020,26,7,1-26-2020-007-06,6,1,2,10:20,1,2,99,99,0,0,9,2,2,4,"V1 was traveling southeast in the number 1 lane of a 2 lane undivided roadway approach an intersection. V2 was traveling northeast in the number 1 lane of a 2 lane divided roadway, preparing to make a left turn at the same intersection. V2 proceeded to turn left. The right side of V1 impacted the front of V2.",0,380.626286464822,10,5
17231,2020,19,53,1-19-2020-053-08,8,4,2,06:20,2,1,9,97,1,0,8,2,2,0,"V1 was traveling southwest on a two lane roadway negotiating a right curve. V1 departed the right road edge into a ditch and the front plane contacted a culvert. V1 rotated clockwise, tripped left side leading, and rolled four quarter turns.  V1 came to rest off the right road edge.",1,52.5663000327448,9,5
17533,2020,24,69,1-24-2020-069-03,3,5,3,10:24,3,3,1,2,2,0,4,2,2,4,"V1 was traveling north, though a four way intersection. V2 was traveling south, making a left turn at the intersection. V3 was directly behind V2. The front of V1 contacted the front of V2.  V2 was pushed back and the rear plane of V2 contacted the front plane of V3. V1 continued and struck a light standard on the northeast corner where it came to final rest. V2 came to final rest in the intersection, and V3 came to final rest at point of impact.",1,69.6750425730375,1,5
17534,2020,24,70,1-24-2020-070-03,3,5,5,14:03,1,2,1,1,1,0,0,2,2,4,"V1 was traveling southbound approaching an intersection controlled by a stop sign, V2 was traveling eastbound approaching the intersection. The front of V2 contacted the right side of V1. After impact V2 came to final rest toward the southeast corner and V1 came to final rest further east for point of impact.",1,69.6750425730375,1,5
